,text
46,sanders and his agenda is supported by only a minority of democrats his government controlled socialist agenda is… 
47, now envisioning your mom talking about bernie sanders
48,here's the thing if sanders wins the nomination he might well have to work with the likes of him theresa greenfi… 
49, _ffb i do not think so no anecdotal but tried selling sanders for ajb in the one league i ha… 
50,barack obama please endorse bernie sanders
51,sander’s supporters are the most toxic supporters of a candidate i have seen since ‘ with one exception trump’… 
52, dammnnn look how red his face is that's a man with an exasperated heart condition sanders ego is go… 
53, the real question is how much did trump have to pay sanders to pay you to say something this stupid
54,joe biden thinks that you should vote for him for three reasons: ) he is not sanders ) he is not trump and )… 
55, it will be hard joe biden has approached andrew yang multiple times last year and is ser… 
56, as long as that person is not bernie sanders
57, namaste please find the unroll here: thread by : trump & maga vs sanders & the revolution promises… 
58, sanders fans please note that russia and trump prefer for sanders to be the nominee and for sanders fans… 
59,_t_webber _bernie the math doesn’t support this there are m… 
60,if you're someone like me who fundamentally hates both sanders and biden but still want to beat trump ask yoursel… 
61,about the smartest thing biden has said buttrump is really saving this country and biden will only do things fo… 
62, get a dictionary there’s no coup being staged and you’d be the to stage a coup against not bernie… 
63," i also hope you realize the hypocrisy in that using the term ""establishment democrat"" is divisive but cal… "
64, misleading but i do know why bloomberg became a republican during his time as may… 
65,not a big surprise here given that kelly has been looking to distance himself from sanders for months but feeds b… 
66, this nazi joey is scared of sanders
67," says sanders’s israel stance is disqualifying

"
68,attn: jim : bernie sanders supporters reportedly booing reporters at rallies; ilhan omar decries 'fake news'… 
69,pence to aipac: sanders would be 'most antiisrael' president in us history | the times of israel 
70, not sure i understood this part: “& who gave sanders / of the swing states that went… 
71, and sanders said he was winning working class vo… 
72,choosewarren i see sanders supporters have a hashtag hoping warren will drop out of the race and support him s… 
73,published a new wair report file photo: nd grammy awards – arrivals – los an keepitlockd
74," they quickly hug him and sigh patting his back

“virgil i know how you feel i really do we can… "
75, this is projection it's the sanders people who are losing it today
76, _intel yeah i doubt this happens but this is basically the nightmare scenario for sanders
77,hey idk if i made this clear in the past but i’m voting for bernie sanders hope you all will join the movement :)
78, this was trumper parody self amusement if you will sanders is the polar… 
79,"imagine being ""the left of sanders"" but so dumb

"
80,new polling suggests key voters are skeptical on bernie love bloomberg via 
81," _cadet it also hurts sanders if she gains viability 

at this point and unlike… "
82, if warren + sanders had a majority of delegates and warren dropped out and endorsed bernie (purely h… 
83, same here he was my rep when i lived in mpls and i voted for him again… 
84, the contenders to be king of usa for next years trump biden sanders are all white male octoge… 
85, sanders cult do your homework joe did nothing wrong no matte… 
86,sanders staff quit in ' over his darkmoney fundraising org our revolution in part because it'd be illegal to us… 
87, i thinks it’s a mistake because if biden is the candidate sanders will throw a tantrum as he did in … 
88, i dont prefer either to warren however i would lean s… 
89, this demagogue (joe biden) and corporateowned establishment democrats like tom perez klobuchar buttegi… 
90,biden sanders bloombergall would be in their 's by the end of their first term and would be closing in on… 
91," dt wants to run against sanders because he believes he can win
calling sanders a communist & running ads… "
92, sanders envisions a fouryear transition period children under would get universal cov… 
93,moderate voters need to make a decision now if they continue to split their votes among multiple candidates they… 
94, play nicebig mistake big mistake if you steal this from sanders biden nor warren can win with san… 
95,"buttigieg supporters' second choice candidate:
sanders %
warren %
biden %
bloomberg % 
"
96, msnbc panel talked about how sanders has to be stopped and then pivoted to say that ther… 
97,"he’s been hit on television for not ruling out support of bernie sanders 

no senate candidate is more happy about… "
98,_benson agreed for me i’m with warren because of the combo or progressive ideas + plans and past accomplishme… 
99,"since it’s trending:

why won’t warrenendorsebernie because she’s not part of the progressive/social democratic c… "
100,"it was only four years ago you jackanape you charlatan you doofus

we go to the convention contested dnc throw… "
101,"voting is tomorrow‼️ 

and we endorse bernie sanders for president ❤️💙🇺🇸

notmeus studentsforbernie gvpforbernie "
102,i can bet youelizabeth warren doesn’t even think about bernie sanders 
103,why do bernie sanders and donald trump always talk about theme selves in rd person 
104,anybody other than bernie sanders condemns future generations to an america and a world that continues to face the… 
105," this is the theme of the campaign described at great length:

"
106, honestly it seems like she's just hoping to stop sanders and become someone else's vp that's not a true progressive
107, larry sanders was about to end it there too lol
108,_infinite double plus for the market today central banks have indicated they’ll do whatever it takes but alm… 
109,‘the nation’ endorses bernie sanders and his movement via 
110, bernie sanders medicare for all now
111, i disagree the democratic party definitely rallying around joe biden biden comes across… 
112,there is a woman on the platform at macarthur station at the moment who is wearing pants with a giant kfc/colonel s… 
113,_sam warren's campaign has outright stated that her only purpose for staying in the running is… 
114,a bit peculiar but as of now the biggest market out there seems to think that bernie sanders has a better chance… 
115, sanders is the only candidate who might arrest trump once he takes office joe biden definitely will not
116, the cure is bernie sanders and he will deliver it to the american people in november you you’re terminal
117, there are lots of mainstream democrats who have reservations about sanders who are not part of “the establishment”
118,which is it it's unrealistic or he's a bully to advance his agenda centrists can not seem to decide which one some… 
119, biden you're choosing biden yeah you're marking your ballot for warren but that just means one less vote for sanders
120,"gotv rally in st paul with bernie sanders and rep ilhan omar
starts at : pm pt
"
121,“the obstacle in the way of a more progressive future for americans isn’t sanders but the coalition forming around… 
122, _intel a poll which began before sc showing sanders + and four candidates meeting the stat… 
123, personally i think biden has a better chance at beating trump than bernie does because he’ll pull in… 
124, it is interesting biden and sanders are both weak candidates biden would try for the traditional dem path t… 
125, i hope if sanders wins his supporters actually push him to pass a progressive agenda rather than… 
126, warren is just interested in being present for a brokered… 
127,"i have to agree for whatever that's worth 

silverman: democrats must coalesce around the candidate who will crush… "
128,i can not imagine biden getting the kind of voter enthusiasm that will be needed to defeat trump even his endorsemen… 
129, ironic that you defend sanders a millionaire whom does not give a crap about you
130,super tuesday: sanders biden seek delegates in virginia 
131,attn: jim acosta: bernie sanders supporters reportedly booing reporters at rallies; ilhan omar decries 'fake news'… 
132,bernie sanders’s elizabeth warren problem the washington post 
133,_girk _bramat … 
134, _mc you seem to be a bernie supporter so i hope you'll read this with an open mind but you're worried… 
135,been mulling over whether sanders' student debt cancellation plan would hold up to a challenge under the constituti… 
136,elizabeth warren's campaign is now about keeping bernie sanders from winning via 
137,the establishment oh lord help him he's worried as hell “let me tell you something” h… 
138, remember america true americans fight to keep our freedom of choice true americans refuse to supp… 
139, could be warren whose supporters are as wacky as sanders are and might support a nonbernie ticket… 
140, if the rcp poll is right and sanders gets ~ dels warren gets ~ and biden gets ~ then wednes… 
141,bernie sanders is a communist communists are indeed evil liars but we conservatives are watching with glee as ber… 
142, okay if sanders win would not that give trump more % of becoming president and easing for the markets… 
143,just early voted for bernard sanders
144,from the economist espresso: super tuesday: the fight to slow sanders 
145,okay fwiw: rebecca's video is a great way to appeal to warren voters or people on the left in general for sanders
146, so i marched in nyc against the war but bernie was not so antiwar 
147, if at some point warren does drop out (which i agree is not required but would be helpful in terms… 
148,biden nabs klobuchar buttigieg backing on super tuesday eve the dnc convinced buttegeig kllobuchar and steyer to… 
149,campaign : environmental group endorses warren sanders via 
150, i do like warren and sanders in a few ways guess i indeed am a left wing liberally moderate democrat… 
151,"warrenendorsebernie what warren said warrentobernie:""bernie sanders has a lot of question to answer he is res… "
152,my boss deadass tried to tell me bernie sanders was the next hitler today lmfao
153, that's what i'm afraid ofi know a lot of people say trump would easily beat sandersbut i do not… 
154, in order for sanders to beat biden warren needs to drop out before tomorrow and endorse bernie if… 
155, tell me how sanders wins not why it’s everyone else’s fault if he doesn’t
156, the ”fortunes” of the party the vast majority of the party supports the policies sanders is promotin… 
157, @_ericblanc how is more people voting for biden cheating or is any scenario where bernard… 
158,the establishment is trying to supress the vote in order to stop the sanders delegate count do not let them this el… 
159,"the bernie sanders rally is playing ""burn baby burn"" which is just tremendous djing"
160,there's legitimate criticism of the way cable news pundits and hot take writers have portrayed the sanders campaign… 
161,i’m attending bernie sanders for texas’s event “san antonio for bernie election night watch party & potluck” – si… 
162," biden voted for:

nafta
iraq war
patriot act
bailing out wall street
bankruptcy reform
wellfair… "
163, because really if the tenor of your campaign results in wishing democrats/leftists to get cancer and d… 
164,apparently klobuchar read the minnesota tea leaves and discovered she was going to lose to bernie sanders in her h… 
165, _ling to say nothing of the fact that sanders wants to r… 
166,_joseph never bernie sanders very trump like and we had enough of trump
167," it's not ""the establishment"" most dem voters (at least % if you count wa… "
168, dems are afraid of bernie sanders they know he can not be controlled therefore they are all circling t… 
169,analysis: what bernie sanders really got done in his years in congress ~ oh hit that's… 
170,incredible the one who has brought hope for a better america in both young and old alike is not biden but bernie s… 
171,no matter who you like right now the democratic primary should have been between sanders and warren each pushing… 
172, i agree neither bloomberg or sanders are democrats
173, literally ever poll down to quinnemac has sanders and sanders alone beating trump
174,ahead of super tuesday many black voters wonder whether biden can go the distance //sander… 
175, public enemy is a beloved hip hop institution so people who think sanders has broken up the group get heat… 
176, sanders and biden appear to have learned their last political lessons in their late s during the clint… 
177,sanders and warren take more progressive economic positions than biden or bloomberg warren is the most progressive… 
178," ""nearly all the money individuals and employers currently pay into the system as well as much of the m… "
179,‘the nation’ endorses bernie sanders and his movement via climatecrisis
180,bernie sanders embraces group calling for “abolishment of prisons” 
181,i know i'm just some gal on the internet but i want anyone reading to know that i'm struggling to get by i do not… 
182,the democratic establishment today effectively told its electorate under to eat shit the only thing that can… 
183,"moderate democrats are consolidating behind joe biden 

bernie sanders insists it changes nothing

""we believe re… "
184,bernie sanders embraces group calling for “abolishment of prisons” 
185, he's right it's clear the establishment will do everything in their power to stop a bernie sanders nomin… 
186,"on boards where ""influence groups"" strategize and organize trumpists altright radicals on the right echoed by… "
187,meghan mccain: bernie sanders and his supporters ‘are the dirtiest thugs i’ve ever seen’ via 
188,joe biden consolidates the moderates bernie sanders insists that this does not change anything 
189, well does not this sound familiar did sanders plagiarize trump's playbook
190,jeff mangum who doesn’t make many public statements asks fans to vote for bernie 
191,moderates are consolidating behind joe biden bernie sanders insists it changes nothing … 
192,"bernie sanders would be an awful president 

for sure"
193,"all voting stations close pmslow down

 for: warrenendorsebernie choosewarren
 coronaoutbreak… "
194, i want a president free of malarkey sanders does not fit the bill
195,"all voting stations close pmslow down

 for: warrenendorsebernie choosewarren
 coronaoutbreak… "
196,people want warren to drop out and endorse bernie sanders that is not going to happen they can not even shake hands lol
197, sanders supported an expansion of the magnitsky act which imposed visa bans and asset freezes on russian officials
198, why am i not hearing the same arguments with respect to bloomberg because bernie voters are perfect… 
199,if warren understands the most important issue is to get trump out of office then it’s more logical for her to end… 
200,this is not to suggest that there are not seeds of racism misogyny etc among sanders supporters but let's also t… 
201, i think this helps there are viable candidates; sanders and contested convention i… 
202,it would be helpful for if will drop out wednesday and endorse him if warren stays in it’… 
203, yes i am sanders unfortunately you are not
204, bernie sanders follower 
205, you sure are not a progressive as the establishment centrists drop out and endorse biden your campaign a… 
206, _ _jg _klaus ask the former… 
207,_va_ guess who has the most diverse coalition of voters of all the candidates bernie sanders
208, obama won’t endorse sanders unless he wins the nomination by a landslide even then i wouldn’t count on big backing
209,"“there is a massive effort to try and stop bernie sanders”
 — bernie sanders

yup there sure is"
210, if you think condescending to voters who do not agree with you will get them to vote for you… 
211, ask him why he supports sanders and then ask him to explain which of sanders' proposa… 
212,the truth about fidel castro’s ‘literacy program’ and bernie sanders’ marxist army: the democratic socialists of am… 
213, her extremist agenda is the most like sanders so her support would go to sanders (which the democra… 
214,biden and bloomberg both pitch themselves as the moderate candidate capable of stopping frontrunner bernie sanders 
215,bernie sanders nina turner and aoc are trying to take over the democratic party like trump did to the republican… 
216,"sanders is not a democrat why should we expect his supporters to vote for a democrat

also he's been actively cam… "
217,pls dont support biden😂😂😂support sanders pls 
218,‘the nation’ endorses bernie sanders and his movement via 
219, we seem to be in a situation now where four candidates are likely to win delegates going forward; sa… 
220, so they’re endorsing biden() like sanders has the best chance out of anyone in t… 
221,loseyourjobinwords voted for bernie sanders
222,chuck d firing flavor flav so that he can perform at rally for sanders by himself as public enemy is emblematic of… 
223, wait so bernie sanders voters had “no right to participate at all” in and don’t “de… 
224,moderates are consolidating behind joe biden as it happened in utah bernie sanders and his team reacted the way t… 
225,why would a warren supporter opt for biden instead of sanders is there some cruel joke i'm not getting
226,i really do think people are underestimating sanders' chances at a brokered convention
227, sanders is just as shrill as his followers are rabid infested with a personality that is dangerous for our nation
228,this just in buttigieg to follow klobuchar and endorse biden consider this people and ask yourself why: t… 
229,american democrats are in panic mode a flaming communist (sanders) may be their presidential hopeful to o… 
230,sanders is going to get delegates tomorrow calm down
231," i suspect that sanders will spend as much time defining ""corporate dems"" as he has spent defining ""d… "
232, trump rips into bloomberg says sanders at least 'has real followers' 
233, she did not come any higher than rd in the first four states she is not predicted… 
234,"chris matthews when it happens: ""joe biden shows an everyman earthiness not seen in the highfalutin socialist bern… "
235,rupert sanders does last minute christmas in malibu 
236,watch this clip people backing this guy would rather have trump in the white house than bernie sanders it's clear… 
237, sanders attacked kennedy back in the s disagreed with hi… 
238, _pac if you care about democracy there is only one candidate who is in favor of it as was… 
239, democracy for america with million members endorsed sanders today he's on somebod… 
240,"super tuesday: california has huge role in dem primary but new vote centers a concern

cavoters 

primary is tomo… "
241,_au really would like to know what valid points he bro… 
242, i'm voting for biden sanders is to revolutionary for me
243,narrative watch: today the daily spent its entire episode talking about the south carolina primary warren was not… 
244,i'm extremely proud of the work i've done and the people i've met i think bernie sanders is the best person runnin… 
245,is everybody that's a rich centrist running against bernie sanders while the people want to save health care for a… 
246, while i do appreciate your consistent savaging of trump's more extreme impulses i do not believe we as… 
247, _ lol anyone can funnel dark money to… 
248,__ no he tries to regain control but gives up at the slightest sign of r… 
249,report: sanders campaign embraces leftist group that wants to “abolish prisons” | dan bongino smartnews
250,please please please vote sanders or warren if only to spare us the incoherent national embarrassment of trump/b… 
251,sanders says he is against “corporate media” but for three years he refused to talk to ⁦⁩ ⁦⁩… 
252, looks like a bernie sanders rally
253,dem rep engel says sanders’s israel stance is disqualifying maga trumptrain kag tcot a
254, compared to trump sanders is an allamerican athlete not to mention leaps and bounds more intelligent… 
255, regarding sanders talk from pod the u s treasury lists student loans as % of their asse… 
256," the choice is between sanders an biden 
a vote not for sanders is a vote for biden"
257,since sanders (and yang et al) criticize the us for interfering in governments of other countries i thought to do… 
258, lol you can move along to your toxic insinuations about sanders civil discourse does not seem real for ya 🙏🔥
259, if sanders wins the primary and loses the general some of the same supporters who said clinton was a… 
260,for you trump in the debates which you won’t able to avoid you’ll get your ass handed to you by either one of th… 
261," _aj _ sanders in 
whene… "
262,confession: i really did not want bernie sanders to run again this year mainly because i did not want the same fooli… 
263, that’s the beauty about the primary may the best candidate prevails moving forward… 
264, if i was american i would vote for bernie sanders because he seems like the kind of guy who… 
265, only four states have voted ffs and nate has a big enough platform to affect how the r… 
266, when congress was debating how much authority to give president george w… 
267, but what does that concretely mean right now if warren supporters do not vote for sa… 
268, sanders will be a pain in the ass all the way till he loses at the democratic convention
269, bernie sanders is a millionaire socialist who had a heart attack just a few months ago on top of that… 
270," those people give sanders and his supporters a bad name

we’re not all like that

if sanders does… "
271, warren could still win a contested convention if sanders doesn’t win a majority of the de… 
272,at a meeting with major donors at washington’s metropolitan club three democratic women elected in virginia in … 
273,poll: sanders rises but socialism is not popular with most americans 
274,_huff depends how strongly the establishment pivoted to bloomberg / buttigieg i do not see any strong coales… 
275, you're not going to get the groveling apology you think you are owed warren is not going to… 
276,movement work is confrontational and can read as dogmatic it can also be quite successful these are the folks san… 
277,the worst was your punditry but that's the same as any other day it's amazing that someone pays you to always be… 
278," trump vs biden (close election and wont' call it)

trump vs sanders (landslide for trump)

also with bid… "
279, thoughts on trump tweeting about a coup being staged against bernie sanders
280,is it not safe to say at this point that if warren truly cared about a progressive agenda she basically ripped from… 
281, anyone who thinks the house stays in the hands of democrats with sanders at the top of the ticket has not… 
282, biden’s the favorite bc dems want to win rid the country of the scum in the wh and sanders would lose badly
283,"i mean am i wrong they've set up the worst possible situation for sanders
 by clearing the field bernie is les… "
284, will never have been prouder to have voted than for mr sanders tomorrow
285,is looks like as time approaches tuesday night biden is increasing his poll numbers in california thus reducing t… 
286,trump is playing sanders stans like a fiddle and they’re lapping it up
287, are you guys refusing reality completely now warren has… 
288, bernie sanders is a failure because he failed to build a viable third party… 
289," voters are not like that 

sanders was the number two pick for both… "
290,"big ""bernie sanders supporters fired on my helicopter"" energy from some people who *maybe* got booed *alittle* they're so brave"
291,"""why bernie sanders (may) win texas"" tomorrow will be interesting to read (after super tuesday primary results… "
292,"_noodle _ricky i have health insurance thanks to a democratic president backed by your evil ""rich donors… "
293,bernie sanders yelling at kids to get off his many many lawns 
294,uniquely interesting to see people ensure themselves that sanders winning would be a repeat of the ' mcgovern ele… 
295, from the latest poll to ask this question % of warren voters go to sanders and the rest go elsewh… 
296, _joseph i was asked in a twitter thread by a sanders supporter “are you g… 
297,‘the nation’ endorses bernie sanders and his movement via 
298, the inevitable conclusion of “twitter isn’t real life” words aren’t real life emotions aren’t real… 
299,please help me get to arizona for the ppe so i can make sure that the state party who anointed this astronaut with… 
300,analysis: bernie sanders’s elizabeth warren problem 
301,democracy for america endorses sanders in 'wakeup call to broken visionless corporate democratic establishment'… 
302, did you vote for clinton once it was obvious sanders was out i still voted f… 
303," sanders registered as an independent for his senate run and as a dem for presidential run 
it's bullshit"
304,harry reid betrays nevadans that elected bernie sanders 
305,"big media creates biden revival to stop sanders

 jacksonville miami tampa st petersburg or… "
306," ""dems need a candidate who can assemble the largest most diverse coalition possible""
and the current can… "
307," members have voted and they are endorsing bernie sanders 

"
308, please endorse bernie the people need you a senator sanders to stand up for us the progressives and help… 
309,texas analysis: as the democratic old guard frets bernie sanders finds a texas foothold 
310,she’s been my first choice all year and sexism is the main culprit for why she’s not doing better but unfortunate… 
311,_ _jg _klaus that's not how you spell bernie sanders
312,warren remaining no in this race makes zero sense to me maybe she makes it two the end racking up some delegates… 
313, without lying sarah sanders and the other presssec but i’m still a lot skeptical
314,the only move to support a progressive platform would be for her to drop out and endorse sanders that should've ha… 
315, i'm not a member of your party i'm an independent the only way the dems get my vo… 
316,from a quick review i saw tulsi and castro's names as cosponsors but you make a great point: if sanders is a civ… 
317,well now that has dropped out out of presidential race it looks like it will be a person race… 
318, if sanders doesn’t get enough votes to win that’s warren’s fault hm
319,_klaus _monroe been trying to tell folks this sanders and his san… 
320, i actually believe it will be her i'm betting she's in talks now pete is announ… 
321,_jollett i'm curious what evidence you have that warren thinks she can beat either sanders or biden… 
322,disgusting botsanders is waiting for you he has more work for you to do 
323, sanders is leading by a lot that literally m… 
324,_joseph sanders is poison; can not understand that the party tolerates such a weight
325,anxiety about bernie supporters is i think a function of viscerally negative responses to leftist/activist vernac… 
326, unfortunately they are all flawed sadly trump will defeat any of these candidates i will probably… 
327,"if we're talking onpaper policy both warren and sanders are about equally grounded in 'realism'

you can make an… "
328,why does bernie sanders play the “anti establishment” nonsense dude has been in the house and senate for like … 
329, _org looks like a bernie sanders rally
330, why would we just worry about sanders biden is the guy who can’t remember what state he is… 
331,bernie sanders has done tons for grassroots donation and organizing efforts in the last few years he did not star… 
332, exactly for all those who say sanders and warren are the same choose warren she's younger healthie… 
333, sanders t warren
334,"can someone please add when you get a chance thanks 

"
335, i'm a new yorker that's how we talk i'm sorry for coming across as patronizing but sanders is t… 
336,with every “moderate” candidate dropping out seems to get more excited about the possibility of biden ov… 
337,bernie sanders is george mcgovern 
338, i will not be surprised if she endorsed bernie sanders
339, look here boys i might be a republican and i still don’t vote cause i never agree % with… 
340,bernie sanders makes record haul of million in february via 
341,colonel sanders is a temptress 
342, bernie sanders is just running on magic he’ll change laws and give everyone free stuff by waving a magic wand
343, some of what i have read has suggested that the supporters of all who have bailed will go to… 
344," citations: 

diverse coalition


farleft policies polling am… "
345,_cat_jesus well policy is what actually matters and sanders is better in some key areas plus… 
346, your are only there because sc does not want bernie sanders what momentum because you have some delegat… 
347,i know many of us are in the same boat that is why i cant understand the guy i guess he was rooting for sanders… 
348,new talking points trump and sanders are sides of same coin both are demagogues can not see political reality or… 
349, sanders said he would dispense with the arcane budgetary rules known as reconciliation so democ… 
350, no shit that's his game plan that's why he's been tweeting about bernie like a boy band stan he want… 
351,no more ceo for tony sanders; he’s now officially the u superintendent 
352, really or is that just another sanders type promise that has no chance of ever happening
353,nyt: big tech executives tell dems 'anyone but sanders' 
354, to argue sanders can beat trump you need to ignore polling ignore the concept that voters of… 
355, i mean biden is beating trump in polling by more than either sanders or war… 
356,my vote does not count but between sanders and biden i would vote for warren
357,i do not think warren is going to endorse sanders at least not in time to make much of a difference but i do thin… 
358,right unless you’re sure sanders would get substantially more than half warren’s votes (hint: you shouldn’t be) i… 
359, after serving terms she’ll be the same age or younger than biden and sanders will be a… 
360, _antrim because she wants to prevent bernie sanders from winning t… 
361,how bernie sanders broke the democratic primary 
362, heck the wapo even had articles trying to defend themselves as objective 👇🏽
363,_haz at this point i am convinced they already know they're going to lose ' handley and… 
364, yea right i'm democrat and i'm voting for sanders~~~~~if the country is going to become a feces hole … 
365, sanders for my wife and i we already voted
366, bernie is just trump of the left do his supporters realize that his po… 
367," i want change too
but sanders who does not work and play well with others does not get us there
eve… "
368,hence another way to read buttigieg getting out is that it's good news for those who wish for a contested conventi… 
369," /
a great number of ways to do so
but not voting out the fascists is not helpful
we need to put… "
370, where did you get that information sanders have been fighting in the halls of congress fo… 
371, “let democrats the democrats” senator sanders has the same chance as any other candidate to try t… 
372," mini mike wins zero tomorrow 
 democrat primaries: the 'oddson' favorite for each state red = ber… "
373,had not sanders already technically lost before then would not it have taken everyone in california voting for him t… 
374, do not assume everyone thinks like you many others have & w… 
375,"repost inspired_by_bernie_sanders
・・・
something is not right first pete now amy and super tuesday is literal… "
376, it's an elite theme if you watch cable tv matthews made waves likening sanders'… 
377," both buttigieg and klobuchar dropped out of the race before super tuesday

with plans to endorse… "
378,i used to be a bernie delegate here in alabama — but then i switched super tuesday is full of people like me 
379,democratic congressman provides a very ominous warning to party members about a bernie sanders nomination 
380, election would be great if trump wasn’t odds on he’ll romp it home so i can only see markets drop if san… 
381,"_sam ‼️‼️% of the delegates are still up for grabs‼️‼️‼️to win a majority of pledged delegates:

bernie sa… "
382, is the favorite in tomorrow's ca primary but he'll be tested by a field significantly altered just… 
383," lol bernie's ""how to respond to a skeptic"" brochure every cult has one watch what will h… "
384,"atlasintel california poll [//]:

sanders %
biden %
bloomberg %
warren %… "
385, biden isn’t even proposing the same policies and programs as w… 
386,via : democratic congressman provides a very ominous warning to party members about a bernie sanders nomin… 
387,wait wait bernie sanders is running for president this whole time i thought we were talking about bernie madoff
388, no m they’re not but all reasonable alternatives to biden are out of the running to b… 
389,public enemy kicks out flavor flav after sanders campaign dispute 
390,i used to be a bernie delegate here in alabama — but then i switched super tuesday is full of people like me 
391, i love her there's a reason she was my unironic second pick to bernie sanders
392,via : bernie sanders squirms when asked about supporters trying to unseat nancy pelosi… 
393,maybe sanders folks would not need to try to get warren to drop out if they were not so insistent that the candidate… 
394,"trump tweeting again on behalf of sanders ""they are staging a coup against bernie""
wish donald seemed half as conc… "
395,israel declares war on bernie sanders as he again refuses to pay homage at preelection aipac conference
396, myself chris sanders james annito and carl johnson from ghost hunters food challenge
397,_spieker _ffb you do not think you could sell miles sanders or josh jacobs for aj brown or dk metcalf right now
398, she's staying in for one reason and that's to take votes away from sen sanders… 
399,_educates sanders would get trounced by trump
400, she wasn’t able to peel away piles of sanders voters like everyone thought she would the… 
401, love it dnc has to stop the bigot from winning in sanders
402,early voting hints super tuesday voter turnout in north carolina could be high democrats joe biden and bernie sand… 
403, who's the biggest threat warren to sanders or bloomberg to biden
404,im so disappointed in (white) men whose anti sexism i would assume to be genuine who are getting mileage now out of… 
405, trump does not give a rat's ass about sanders
406, by staying in the race you demonstrate that you care more about gaining power than… 
407, biden because moderates and republicans who don’t want to vote for trump won’t v… 
408," hi i'm a sanders supporter do i fit the definition of ""thug"" to you"
409, i think warren's path is basically like sanders's and correspondingly more plausible than biden's
410,_and_ show me one source of bernie sanders referring to himself as a communist
411,democratic congressman provides a very ominous warning to party members about a bernie sanders nomination 
412,bernie sanders is an existential threat to democrats incorporated and that’s why he’ll not be allowed to have the n… 
413, my gut tells me that about percent of warren supporters would go to sanders if she quit percen… 
414,for you trump in the debates which you won’t be able to avoid you’ll get your ass handed to you by either one of… 
415, the dem party has tiptoed around sanders and… 
416, that's only if their reason for being in the race is to stop sanders from getting to not surpr… 
417, sanders's supporters are a large part of why i do not support him
418,_jenner sanders could die in office
419,"hw dumb can people be

"
420, biden is a democrat sanders is not
421, well since both amy and pete buffed up ol’ joe i suspect he is going to get the nomination he is gettin… 
422,bloomberg: 'deeply disturbing' sanders called proisrael group racist via 
423,i think sanders is more of a creature of the conventional left the left that got left behind during the reagancli… 
424, warren's heart is made of stone she will not endorse bernie sanders if she had any progres… 
